[2024-03-27 17:51:44] build function
Training model: r6_btnk
Total parameters: 176,796
Learning rate=0.001
Epoch [1/25], phase: train, samples: 4000, Loss: 0.3519, Top-1 Accuracies: ['10.30%', '11.18%', '11.00%', '11.88%']
Epoch [15/25], phase: train, samples: 4000, Loss: 0.1657, Top-1 Accuracies: ['65.60%', '37.62%', '40.00%', '78.72%']
Epoch [15/25], phase: val, samples: 500, Loss: 0.1813, Top-1 Accuracies: ['59.00%', '35.40%', '36.20%', '72.00%']
Epoch [16/25], phase: train, samples: 4000, Loss: 0.1587, Top-1 Accuracies: ['69.17%', '38.77%', '41.45%', '80.95%']
Epoch [16/25], phase: val, samples: 500, Loss: 0.1760, Top-1 Accuracies: ['60.20%', '34.80%', '37.20%', '73.60%']
Epoch [17/25], phase: train, samples: 4000, Loss: 0.1522, Top-1 Accuracies: ['71.67%', '39.92%', '42.58%', '83.05%']
Epoch [17/25], phase: val, samples: 500, Loss: 0.1711, Top-1 Accuracies: ['63.80%', '38.40%', '39.20%', '76.00%']
Epoch [18/25], phase: train, samples: 4000, Loss: 0.1461, Top-1 Accuracies: ['74.12%', '40.73%', '43.95%', '84.30%']
Epoch [18/25], phase: val, samples: 500, Loss: 0.1654, Top-1 Accuracies: ['64.00%', '39.00%', '38.40%', '76.00%']
Epoch [19/25], phase: train, samples: 4000, Loss: 0.1405, Top-1 Accuracies: ['76.48%', '42.10%', '45.90%', '86.17%']
Epoch [19/25], phase: val, samples: 500, Loss: 0.1575, Top-1 Accuracies: ['66.40%', '42.00%', '39.80%', '78.60%']
Epoch [20/25], phase: train, samples: 4000, Loss: 0.1352, Top-1 Accuracies: ['78.53%', '42.90%', '46.35%', '87.52%']
Epoch [20/25], phase: val, samples: 500, Loss: 0.1536, Top-1 Accuracies: ['69.20%', '42.60%', '39.60%', '79.00%']
Epoch [21/25], phase: train, samples: 4000, Loss: 0.1305, Top-1 Accuracies: ['79.70%', '43.80%', '47.98%', '88.72%']
Epoch [21/25], phase: val, samples: 500, Loss: 0.1492, Top-1 Accuracies: ['69.40%', '45.00%', '38.40%', '80.60%']
Epoch [22/25], phase: train, samples: 4000, Loss: 0.1261, Top-1 Accuracies: ['81.08%', '45.32%', '49.45%', '89.90%']
Epoch [22/25], phase: val, samples: 500, Loss: 0.1469, Top-1 Accuracies: ['71.60%', '44.00%', '41.00%', '81.00%']
Epoch [23/25], phase: train, samples: 4000, Loss: 0.1219, Top-1 Accuracies: ['82.35%', '45.98%', '50.18%', '90.77%']
Epoch [23/25], phase: val, samples: 500, Loss: 0.1394, Top-1 Accuracies: ['74.20%', '46.40%', '41.60%', '84.00%']
Epoch [24/25], phase: train, samples: 4000, Loss: 0.1182, Top-1 Accuracies: ['83.75%', '47.02%', '51.23%', '90.92%']
Epoch [24/25], phase: val, samples: 500, Loss: 0.1368, Top-1 Accuracies: ['75.20%', '47.40%', '43.40%', '84.20%']
Epoch [25/25], phase: train, samples: 4000, Loss: 0.1146, Top-1 Accuracies: ['84.85%', '47.45%', '52.12%', '91.65%']
Epoch [25/25], phase: val, samples: 500, Loss: 0.1350, Top-1 Accuracies: ['75.60%', '48.20%', '44.20%', '86.60%']
Elapsed time: 30.297228574752808 seconds
Training model: resnet18
Total parameters: 30,108
Learning rate=0.001
Training model: resnet18
Total parameters: 28,540
Learning rate=0.001
Epoch [1/25], phase: train, samples: 4000, Loss: 0.3638, Top-1 Accuracies: ['7.50%', '8.43%', '9.30%', '8.62%']
Epoch [1/25], phase: val, samples: 500, Loss: 0.3603, Top-1 Accuracies: ['12.40%', '14.20%', '15.40%', '12.20%']
Epoch [2/25], phase: train, samples: 4000, Loss: 0.3378, Top-1 Accuracies: ['11.55%', '15.20%', '17.15%', '19.90%']
Epoch [2/25], phase: val, samples: 500, Loss: 0.3364, Top-1 Accuracies: ['13.60%', '17.00%', '18.40%', '23.20%']
Epoch [3/25], phase: train, samples: 4000, Loss: 0.3132, Top-1 Accuracies: ['15.00%', '18.48%', '20.62%', '31.27%']
Epoch [3/25], phase: val, samples: 500, Loss: 0.3115, Top-1 Accuracies: ['15.80%', '20.40%', '23.80%', '38.00%']
Epoch [4/25], phase: train, samples: 4000, Loss: 0.2900, Top-1 Accuracies: ['18.68%', '20.77%', '22.82%', '43.10%']
Epoch [4/25], phase: val, samples: 500, Loss: 0.2872, Top-1 Accuracies: ['19.60%', '22.20%', '24.80%', '48.40%']
Epoch [5/25], phase: train, samples: 4000, Loss: 0.2681, Top-1 Accuracies: ['21.90%', '23.77%', '26.38%', '52.40%']
Epoch [5/25], phase: val, samples: 500, Loss: 0.2693, Top-1 Accuracies: ['24.60%', '24.40%', '28.40%', '56.20%']
Epoch [6/25], phase: train, samples: 4000, Loss: 0.2485, Top-1 Accuracies: ['27.25%', '25.57%', '29.12%', '61.40%']
Epoch [6/25], phase: val, samples: 500, Loss: 0.2541, Top-1 Accuracies: ['28.00%', '25.40%', '27.80%', '63.60%']
Epoch [7/25], phase: train, samples: 4000, Loss: 0.2313, Top-1 Accuracies: ['32.05%', '27.60%', '31.23%', '69.92%']
Epoch [7/25], phase: val, samples: 500, Loss: 0.2388, Top-1 Accuracies: ['32.60%', '25.40%', '27.60%', '71.00%']
Epoch [8/25], phase: train, samples: 4000, Loss: 0.2163, Top-1 Accuracies: ['35.52%', '29.45%', '32.82%', '76.02%']
Epoch [8/25], phase: val, samples: 500, Loss: 0.2254, Top-1 Accuracies: ['36.20%', '27.80%', '31.00%', '76.00%']
Epoch [9/25], phase: train, samples: 4000, Loss: 0.2037, Top-1 Accuracies: ['40.35%', '30.48%', '34.45%', '81.12%']
Epoch [9/25], phase: val, samples: 500, Loss: 0.2123, Top-1 Accuracies: ['41.80%', '27.00%', '31.60%', '80.20%']
Epoch [10/25], phase: train, samples: 4000, Loss: 0.1925, Top-1 Accuracies: ['44.10%', '31.77%', '36.30%', '84.95%']
Epoch [10/25], phase: val, samples: 500, Loss: 0.2012, Top-1 Accuracies: ['47.60%', '27.60%', '34.60%', '81.60%']
Epoch [11/25], phase: train, samples: 4000, Loss: 0.1826, Top-1 Accuracies: ['48.40%', '33.25%', '37.57%', '87.20%']
Epoch [11/25], phase: val, samples: 500, Loss: 0.1902, Top-1 Accuracies: ['51.60%', '28.80%', '34.80%', '83.40%']
Epoch [12/25], phase: train, samples: 4000, Loss: 0.1741, Top-1 Accuracies: ['51.40%', '34.75%', '39.07%', '89.20%']
Epoch [12/25], phase: val, samples: 500, Loss: 0.1829, Top-1 Accuracies: ['54.20%', '29.00%', '36.40%', '86.20%']
Epoch [13/25], phase: train, samples: 4000, Loss: 0.1661, Top-1 Accuracies: ['55.25%', '36.10%', '40.40%', '90.85%']
Epoch [13/25], phase: val, samples: 500, Loss: 0.1763, Top-1 Accuracies: ['58.00%', '30.40%', '39.40%', '88.00%']
Epoch [14/25], phase: train, samples: 4000, Loss: 0.1590, Top-1 Accuracies: ['57.55%', '37.18%', '41.65%', '92.10%']
Epoch [14/25], phase: val, samples: 500, Loss: 0.1705, Top-1 Accuracies: ['60.60%', '33.20%', '38.40%', '89.00%']
Epoch [15/25], phase: train, samples: 4000, Loss: 0.1522, Top-1 Accuracies: ['60.45%', '38.27%', '43.38%', '92.90%']
Epoch [15/25], phase: val, samples: 500, Loss: 0.1633, Top-1 Accuracies: ['61.60%', '33.00%', '39.40%', '90.00%']
Epoch [16/25], phase: train, samples: 4000, Loss: 0.1460, Top-1 Accuracies: ['62.72%', '39.32%', '44.90%', '94.17%']
Epoch [16/25], phase: val, samples: 500, Loss: 0.1568, Top-1 Accuracies: ['63.40%', '35.00%', '40.60%', '91.80%']
Epoch [17/25], phase: train, samples: 4000, Loss: 0.1400, Top-1 Accuracies: ['65.72%', '39.95%', '46.52%', '95.35%']
Epoch [17/25], phase: val, samples: 500, Loss: 0.1516, Top-1 Accuracies: ['67.00%', '35.40%', '41.80%', '92.60%']
Epoch [18/25], phase: train, samples: 4000, Loss: 0.1345, Top-1 Accuracies: ['68.15%', '40.98%', '48.15%', '95.95%']
Epoch [18/25], phase: val, samples: 500, Loss: 0.1480, Top-1 Accuracies: ['68.00%', '36.60%', '41.20%', '93.60%']
Epoch [19/25], phase: train, samples: 4000, Loss: 0.1293, Top-1 Accuracies: ['70.60%', '41.98%', '49.40%', '96.58%']
Epoch [19/25], phase: val, samples: 500, Loss: 0.1445, Top-1 Accuracies: ['68.20%', '35.80%', '43.60%', '94.60%']
Epoch [20/25], phase: train, samples: 4000, Loss: 0.1245, Top-1 Accuracies: ['73.17%', '43.55%', '50.85%', '97.00%']
Epoch [20/25], phase: val, samples: 500, Loss: 0.1381, Top-1 Accuracies: ['70.60%', '37.00%', '43.60%', '96.00%']
Epoch [21/25], phase: train, samples: 4000, Loss: 0.1201, Top-1 Accuracies: ['74.17%', '44.38%', '52.28%', '97.17%']
Epoch [21/25], phase: val, samples: 500, Loss: 0.1333, Top-1 Accuracies: ['72.80%', '38.40%', '44.80%', '97.40%']
Epoch [22/25], phase: train, samples: 4000, Loss: 0.1158, Top-1 Accuracies: ['76.28%', '45.55%', '53.20%', '97.75%']
Epoch [22/25], phase: val, samples: 500, Loss: 0.1312, Top-1 Accuracies: ['73.40%', '42.40%', '44.60%', '98.20%']
Epoch [23/25], phase: train, samples: 4000, Loss: 0.1120, Top-1 Accuracies: ['77.62%', '46.25%', '54.02%', '97.90%']
Epoch [23/25], phase: val, samples: 500, Loss: 0.1289, Top-1 Accuracies: ['74.20%', '42.00%', '47.20%', '98.40%']
Epoch [24/25], phase: train, samples: 4000, Loss: 0.1084, Top-1 Accuracies: ['78.92%', '46.88%', '55.07%', '98.15%']
Epoch [24/25], phase: val, samples: 500, Loss: 0.1232, Top-1 Accuracies: ['75.40%', '42.20%', '49.00%', '97.80%']
Epoch [25/25], phase: train, samples: 4000, Loss: 0.1048, Top-1 Accuracies: ['80.50%', '48.35%', '55.85%', '98.38%']
Epoch [25/25], phase: val, samples: 500, Loss: 0.1198, Top-1 Accuracies: ['78.60%', '42.60%', '49.60%', '98.40%']
Elapsed time: 32.12957978248596 seconds
Training model: r6_btnk
Total parameters: 7,284
Learning rate=0.001
Training model: resnet18
Total parameters: 28,540
Learning rate=0.001
Epoch [1/25], phase: train, samples: 4000, Loss: 0.3651, Top-1 Accuracies: ['9.43%', '7.42%', '8.82%', '9.45%']
Epoch [1/25], phase: val, samples: 500, Loss: 0.3623, Top-1 Accuracies: ['12.40%', '11.80%', '13.80%', '13.60%']
Epoch [2/25], phase: train, samples: 4000, Loss: 0.3399, Top-1 Accuracies: ['16.75%', '13.43%', '16.62%', '17.65%']
Epoch [2/25], phase: val, samples: 500, Loss: 0.3348, Top-1 Accuracies: ['18.20%', '17.60%', '19.60%', '18.40%']
Epoch [3/25], phase: train, samples: 4000, Loss: 0.3124, Top-1 Accuracies: ['24.43%', '17.65%', '21.12%', '24.25%']
Epoch [3/25], phase: val, samples: 500, Loss: 0.3142, Top-1 Accuracies: ['23.40%', '21.20%', '22.20%', '23.40%']
Epoch [4/25], phase: train, samples: 4000, Loss: 0.2895, Top-1 Accuracies: ['29.28%', '20.88%', '24.40%', '30.12%']
Epoch [4/25], phase: val, samples: 500, Loss: 0.2884, Top-1 Accuracies: ['29.20%', '21.60%', '20.80%', '31.20%']
Epoch [5/25], phase: train, samples: 4000, Loss: 0.2683, Top-1 Accuracies: ['35.05%', '22.48%', '26.77%', '37.25%']
Epoch [5/25], phase: val, samples: 500, Loss: 0.2734, Top-1 Accuracies: ['32.60%', '24.80%', '23.80%', '36.80%']
Epoch [6/25], phase: train, samples: 4000, Loss: 0.2487, Top-1 Accuracies: ['42.60%', '24.12%', '29.18%', '44.52%']
Epoch [6/25], phase: val, samples: 500, Loss: 0.2582, Top-1 Accuracies: ['41.20%', '25.40%', '25.00%', '42.60%']
Epoch [7/25], phase: train, samples: 4000, Loss: 0.2308, Top-1 Accuracies: ['50.30%', '25.72%', '30.53%', '53.23%']
Epoch [7/25], phase: val, samples: 500, Loss: 0.2379, Top-1 Accuracies: ['50.60%', '24.60%', '25.80%', '54.40%']
Epoch [8/25], phase: train, samples: 4000, Loss: 0.2150, Top-1 Accuracies: ['56.33%', '27.35%', '32.82%', '60.65%']
Epoch [8/25], phase: val, samples: 500, Loss: 0.2219, Top-1 Accuracies: ['57.20%', '28.60%', '27.80%', '60.80%']
Epoch [9/25], phase: train, samples: 4000, Loss: 0.2014, Top-1 Accuracies: ['59.88%', '29.58%', '35.52%', '66.05%']
Epoch [9/25], phase: val, samples: 500, Loss: 0.2102, Top-1 Accuracies: ['60.20%', '31.40%', '29.60%', '64.80%']
Epoch [10/25], phase: train, samples: 4000, Loss: 0.1893, Top-1 Accuracies: ['63.38%', '31.62%', '37.95%', '72.40%']
Epoch [10/25], phase: val, samples: 500, Loss: 0.2001, Top-1 Accuracies: ['62.60%', '33.00%', '32.40%', '68.60%']
Epoch [11/25], phase: train, samples: 4000, Loss: 0.1786, Top-1 Accuracies: ['65.65%', '33.02%', '39.62%', '76.02%']
Epoch [11/25], phase: val, samples: 500, Loss: 0.1884, Top-1 Accuracies: ['66.60%', '33.80%', '35.40%', '71.80%']
Epoch [12/25], phase: train, samples: 4000, Loss: 0.1690, Top-1 Accuracies: ['69.10%', '35.00%', '41.65%', '78.62%']
Epoch [12/25], phase: val, samples: 500, Loss: 0.1823, Top-1 Accuracies: ['67.80%', '37.40%', '37.60%', '73.20%']
Epoch [13/25], phase: train, samples: 4000, Loss: 0.1606, Top-1 Accuracies: ['71.50%', '36.62%', '43.92%', '81.65%']
Epoch [13/25], phase: val, samples: 500, Loss: 0.1756, Top-1 Accuracies: ['70.40%', '38.00%', '37.00%', '76.00%']
Epoch [14/25], phase: train, samples: 4000, Loss: 0.1530, Top-1 Accuracies: ['73.30%', '37.62%', '45.82%', '84.20%']
Epoch [14/25], phase: val, samples: 500, Loss: 0.1651, Top-1 Accuracies: ['71.60%', '41.20%', '40.00%', '79.60%']
Epoch [15/25], phase: train, samples: 4000, Loss: 0.1461, Top-1 Accuracies: ['74.98%', '39.05%', '47.23%', '86.55%']
Epoch [15/25], phase: val, samples: 500, Loss: 0.1606, Top-1 Accuracies: ['72.40%', '41.60%', '39.00%', '78.80%']
Epoch [16/25], phase: train, samples: 4000, Loss: 0.1398, Top-1 Accuracies: ['76.42%', '39.40%', '48.50%', '88.15%']
Epoch [16/25], phase: val, samples: 500, Loss: 0.1526, Top-1 Accuracies: ['73.20%', '42.20%', '42.00%', '83.20%']
Epoch [17/25], phase: train, samples: 4000, Loss: 0.1342, Top-1 Accuracies: ['77.83%', '40.88%', '49.90%', '89.88%']
Epoch [17/25], phase: val, samples: 500, Loss: 0.1490, Top-1 Accuracies: ['74.60%', '42.60%', '42.80%', '85.00%']
Epoch [18/25], phase: train, samples: 4000, Loss: 0.1290, Top-1 Accuracies: ['79.30%', '41.85%', '50.62%', '91.07%']
Epoch [18/25], phase: val, samples: 500, Loss: 0.1441, Top-1 Accuracies: ['76.20%', '39.80%', '43.80%', '86.60%']
Epoch [19/25], phase: train, samples: 4000, Loss: 0.1243, Top-1 Accuracies: ['80.38%', '42.83%', '51.45%', '92.15%']
Epoch [19/25], phase: val, samples: 500, Loss: 0.1410, Top-1 Accuracies: ['77.80%', '40.80%', '43.00%', '86.00%']
Epoch [20/25], phase: train, samples: 4000, Loss: 0.1198, Top-1 Accuracies: ['82.17%', '43.85%', '52.15%', '93.15%']
Epoch [20/25], phase: val, samples: 500, Loss: 0.1371, Top-1 Accuracies: ['78.60%', '41.00%', '44.00%', '86.60%']
Epoch [21/25], phase: train, samples: 4000, Loss: 0.1156, Top-1 Accuracies: ['83.50%', '45.15%', '52.73%', '93.83%']
Epoch [21/25], phase: val, samples: 500, Loss: 0.1321, Top-1 Accuracies: ['79.60%', '41.80%', '46.20%', '87.80%']
Epoch [22/25], phase: train, samples: 4000, Loss: 0.1116, Top-1 Accuracies: ['84.88%', '45.73%', '53.92%', '94.67%']
Epoch [22/25], phase: val, samples: 500, Loss: 0.1286, Top-1 Accuracies: ['80.60%', '43.00%', '47.00%', '90.20%']
Epoch [23/25], phase: train, samples: 4000, Loss: 0.1078, Top-1 Accuracies: ['85.88%', '46.08%', '54.70%', '95.55%']
Epoch [23/25], phase: val, samples: 500, Loss: 0.1247, Top-1 Accuracies: ['81.20%', '44.00%', '47.60%', '92.40%']
Epoch [24/25], phase: train, samples: 4000, Loss: 0.1046, Top-1 Accuracies: ['87.25%', '47.20%', '55.20%', '96.08%']
Epoch [24/25], phase: val, samples: 500, Loss: 0.1251, Top-1 Accuracies: ['81.00%', '43.00%', '49.20%', '93.00%']
Epoch [25/25], phase: train, samples: 4000, Loss: 0.1013, Top-1 Accuracies: ['87.83%', '47.45%', '56.33%', '96.67%']
Epoch [25/25], phase: val, samples: 500, Loss: 0.1215, Top-1 Accuracies: ['80.20%', '43.80%', '49.20%', '93.60%']
Elapsed time: 32.39377188682556 seconds
Training model: resnet18
Total parameters: 127,612
Learning rate=0.001
Epoch [1/25], phase: train, samples: 4000, Loss: 0.3615, Top-1 Accuracies: ['9.15%', '8.18%', '8.95%', '13.03%']
Epoch [1/25], phase: val, samples: 500, Loss: 0.3479, Top-1 Accuracies: ['13.00%', '9.60%', '13.20%', '23.60%']
Epoch [2/25], phase: train, samples: 4000, Loss: 0.3006, Top-1 Accuracies: ['25.05%', '14.80%', '18.55%', '49.08%']
Epoch [2/25], phase: val, samples: 500, Loss: 0.2690, Top-1 Accuracies: ['36.80%', '17.00%', '21.00%', '64.20%']
Epoch [3/25], phase: train, samples: 4000, Loss: 0.2286, Top-1 Accuracies: ['50.88%', '22.65%', '28.48%', '75.38%']
Epoch [3/25], phase: val, samples: 500, Loss: 0.2077, Top-1 Accuracies: ['56.80%', '23.40%', '28.80%', '80.00%']
Epoch [4/25], phase: train, samples: 4000, Loss: 0.1738, Top-1 Accuracies: ['68.20%', '32.77%', '42.10%', '87.55%']
Epoch [4/25], phase: val, samples: 500, Loss: 0.1685, Top-1 Accuracies: ['69.80%', '30.80%', '44.60%', '82.20%']
Epoch [5/25], phase: train, samples: 4000, Loss: 0.1310, Top-1 Accuracies: ['77.75%', '46.30%', '57.10%', '92.85%']
Epoch [5/25], phase: val, samples: 500, Loss: 0.1335, Top-1 Accuracies: ['74.00%', '46.00%', '52.00%', '86.60%']
Epoch [6/25], phase: train, samples: 4000, Loss: 0.0964, Top-1 Accuracies: ['84.58%', '61.12%', '70.65%', '95.43%']
Epoch [6/25], phase: val, samples: 500, Loss: 0.1049, Top-1 Accuracies: ['79.60%', '60.20%', '64.20%', '91.80%']
Epoch [7/25], phase: train, samples: 4000, Loss: 0.0697, Top-1 Accuracies: ['89.25%', '74.95%', '81.67%', '97.62%']
Epoch [7/25], phase: val, samples: 500, Loss: 0.0810, Top-1 Accuracies: ['83.80%', '71.20%', '74.80%', '94.60%']
Epoch [8/25], phase: train, samples: 4000, Loss: 0.0501, Top-1 Accuracies: ['93.40%', '83.90%', '88.72%', '98.90%']
Epoch [8/25], phase: val, samples: 500, Loss: 0.0670, Top-1 Accuracies: ['86.40%', '77.00%', '80.80%', '95.60%']
Epoch [9/25], phase: train, samples: 4000, Loss: 0.0363, Top-1 Accuracies: ['95.88%', '89.68%', '93.77%', '99.33%']
Epoch [9/25], phase: val, samples: 500, Loss: 0.0648, Top-1 Accuracies: ['87.80%', '77.20%', '78.40%', '97.20%']
Epoch [10/25], phase: train, samples: 4000, Loss: 0.0273, Top-1 Accuracies: ['96.95%', '93.67%', '95.88%', '99.67%']
Epoch [10/25], phase: val, samples: 500, Loss: 0.0544, Top-1 Accuracies: ['87.00%', '80.80%', '84.00%', '95.80%']
Epoch [11/25], phase: train, samples: 4000, Loss: 0.0200, Top-1 Accuracies: ['98.08%', '96.40%', '97.88%', '99.70%']
Epoch [11/25], phase: val, samples: 500, Loss: 0.0411, Top-1 Accuracies: ['91.20%', '84.20%', '88.80%', '97.80%']
Epoch [12/25], phase: train, samples: 4000, Loss: 0.0146, Top-1 Accuracies: ['99.08%', '98.02%', '98.72%', '99.88%']
Epoch [12/25], phase: val, samples: 500, Loss: 0.0409, Top-1 Accuracies: ['91.80%', '85.40%', '88.00%', '98.40%']
Epoch [13/25], phase: train, samples: 4000, Loss: 0.0104, Top-1 Accuracies: ['99.38%', '98.98%', '99.30%', '99.98%']
Epoch [13/25], phase: val, samples: 500, Loss: 0.0382, Top-1 Accuracies: ['91.40%', '85.80%', '90.80%', '96.80%']
Epoch [14/25], phase: train, samples: 4000, Loss: 0.0077, Top-1 Accuracies: ['99.60%', '99.62%', '99.78%', '99.95%']
Epoch [14/25], phase: val, samples: 500, Loss: 0.0331, Top-1 Accuracies: ['93.40%', '86.80%', '91.40%', '98.80%']
Epoch [15/25], phase: train, samples: 4000, Loss: 0.0058, Top-1 Accuracies: ['99.72%', '99.92%', '99.80%', '99.92%']
Epoch [15/25], phase: val, samples: 500, Loss: 0.0296, Top-1 Accuracies: ['92.40%', '90.60%', '94.00%', '99.40%']
Epoch [16/25], phase: train, samples: 4000, Loss: 0.0044, Top-1 Accuracies: ['99.75%', '99.90%', '99.95%', '100.00%']
Epoch [16/25], phase: val, samples: 500, Loss: 0.0262, Top-1 Accuracies: ['93.80%', '90.80%', '94.20%', '99.20%']
Epoch [17/25], phase: train, samples: 4000, Loss: 0.0032, Top-1 Accuracies: ['99.92%', '99.95%', '99.98%', '99.98%']
Epoch [17/25], phase: val, samples: 500, Loss: 0.0233, Top-1 Accuracies: ['95.60%', '91.20%', '96.00%', '99.20%']
Epoch [18/25], phase: train, samples: 4000, Loss: 0.0021, Top-1 Accuracies: ['100.00%', '100.00%', '100.00%', '100.00%']
Epoch [18/25], phase: val, samples: 500, Loss: 0.0228, Top-1 Accuracies: ['94.60%', '91.80%', '95.40%', '99.20%']
Epoch [19/25], phase: train, samples: 4000, Loss: 0.0015, Top-1 Accuracies: ['100.00%', '100.00%', '100.00%', '100.00%']
Epoch [19/25], phase: val, samples: 500, Loss: 0.0218, Top-1 Accuracies: ['94.60%', '92.20%', '95.80%', '99.20%']
Epoch [20/25], phase: train, samples: 4000, Loss: 0.0012, Top-1 Accuracies: ['100.00%', '100.00%', '100.00%', '100.00%']
Epoch [20/25], phase: val, samples: 500, Loss: 0.0212, Top-1 Accuracies: ['94.60%', '92.40%', '95.60%', '99.40%']
Epoch [21/25], phase: train, samples: 4000, Loss: 0.0010, Top-1 Accuracies: ['100.00%', '100.00%', '100.00%', '100.00%']
Epoch [21/25], phase: val, samples: 500, Loss: 0.0209, Top-1 Accuracies: ['95.20%', '92.20%', '96.00%', '99.40%']
Epoch [22/25], phase: train, samples: 4000, Loss: 0.0008, Top-1 Accuracies: ['100.00%', '100.00%', '100.00%', '100.00%']
Epoch [22/25], phase: val, samples: 500, Loss: 0.0207, Top-1 Accuracies: ['95.20%', '92.20%', '96.00%', '99.40%']
Epoch [23/25], phase: train, samples: 4000, Loss: 0.0007, Top-1 Accuracies: ['100.00%', '100.00%', '100.00%', '100.00%']
Epoch [23/25], phase: val, samples: 500, Loss: 0.0206, Top-1 Accuracies: ['95.00%', '92.60%', '96.00%', '99.60%']
Epoch [24/25], phase: train, samples: 4000, Loss: 0.0006, Top-1 Accuracies: ['100.00%', '100.00%', '100.00%', '100.00%']
Epoch [24/25], phase: val, samples: 500, Loss: 0.0206, Top-1 Accuracies: ['95.20%', '93.20%', '96.00%', '99.60%']
Epoch [25/25], phase: train, samples: 4000, Loss: 0.0006, Top-1 Accuracies: ['100.00%', '100.00%', '100.00%', '100.00%']
Epoch [25/25], phase: val, samples: 500, Loss: 0.0205, Top-1 Accuracies: ['95.40%', '93.20%', '96.20%', '99.60%']
Elapsed time: 47.11347317695618 seconds
Training model: BASELINE
Total parameters: 4,848,396
Learning rate=0.001
Epoch [1/25], phase: train, samples: 4000, Loss: 0.3609, Top-1 Accuracies: ['14.37%', '12.57%', '12.80%', '11.47%']
Epoch [1/25], phase: val, samples: 1000, Loss: 0.3775, Top-1 Accuracies: ['6.30%', '9.20%', '8.10%', '6.40%']
Epoch [1/25], phase: test, samples: 3000, Loss: 0.3704, Top-1 Accuracies: ['6.40%', '8.50%', '8.23%', '5.40%']
Epoch [2/25], phase: train, samples: 4000, Loss: 0.3495, Top-1 Accuracies: ['28.18%', '22.07%', '21.73%', '20.28%']
Epoch [2/25], phase: val, samples: 1000, Loss: 0.3580, Top-1 Accuracies: ['23.90%', '22.70%', '20.00%', '25.30%']
Epoch [2/25], phase: test, samples: 3000, Loss: 0.3517, Top-1 Accuracies: ['23.83%', '19.67%', '21.67%', '22.63%']
Epoch [3/25], phase: train, samples: 4000, Loss: 0.3379, Top-1 Accuracies: ['36.45%', '34.00%', '30.70%', '30.35%']
Epoch [3/25], phase: val, samples: 1000, Loss: 0.3564, Top-1 Accuracies: ['22.00%', '29.30%', '17.50%', '27.30%']
Epoch [3/25], phase: test, samples: 3000, Loss: 0.3509, Top-1 Accuracies: ['24.37%', '24.97%', '17.07%', '23.93%']
Epoch [4/25], phase: train, samples: 4000, Loss: 0.3283, Top-1 Accuracies: ['41.58%', '43.08%', '37.67%', '40.10%']
Epoch [4/25], phase: val, samples: 1000, Loss: 0.3569, Top-1 Accuracies: ['20.30%', '30.40%', '21.00%', '23.30%']
Epoch [4/25], phase: test, samples: 3000, Loss: 0.3504, Top-1 Accuracies: ['21.67%', '25.27%', '23.27%', '21.33%']
Epoch [5/25], phase: train, samples: 4000, Loss: 0.3176, Top-1 Accuracies: ['47.52%', '52.08%', '46.12%', '51.62%']
Epoch [5/25], phase: val, samples: 1000, Loss: 0.3265, Top-1 Accuracies: ['45.60%', '52.60%', '44.10%', '49.10%']
Epoch [5/25], phase: test, samples: 3000, Loss: 0.3225, Top-1 Accuracies: ['43.10%', '47.70%', '43.77%', '48.20%']
Epoch [6/25], phase: train, samples: 4000, Loss: 0.3132, Top-1 Accuracies: ['50.18%', '54.67%', '50.12%', '56.80%']
Epoch [6/25], phase: val, samples: 1000, Loss: 0.3158, Top-1 Accuracies: ['48.70%', '59.60%', '53.80%', '62.80%']
Epoch [6/25], phase: test, samples: 3000, Loss: 0.3115, Top-1 Accuracies: ['51.80%', '55.57%', '53.73%', '58.03%']
Epoch [7/25], phase: train, samples: 4000, Loss: 0.3023, Top-1 Accuracies: ['55.67%', '63.00%', '59.50%', '67.73%']
Epoch [7/25], phase: val, samples: 1000, Loss: 0.3349, Top-1 Accuracies: ['26.10%', '44.60%', '47.50%', '46.40%']
Epoch [7/25], phase: test, samples: 3000, Loss: 0.3299, Top-1 Accuracies: ['28.37%', '39.60%', '46.70%', '44.27%']
Epoch [8/25], phase: train, samples: 4000, Loss: 0.2961, Top-1 Accuracies: ['60.92%', '66.80%', '65.95%', '71.43%']
Epoch [8/25], phase: val, samples: 1000, Loss: 0.3008, Top-1 Accuracies: ['58.50%', '69.10%', '71.30%', '73.20%']
Epoch [8/25], phase: test, samples: 3000, Loss: 0.2969, Top-1 Accuracies: ['59.13%', '65.87%', '69.47%', '70.67%']
Epoch [9/25], phase: train, samples: 4000, Loss: 0.2933, Top-1 Accuracies: ['62.10%', '67.97%', '70.83%', '73.45%']
Epoch [9/25], phase: val, samples: 1000, Loss: 0.2955, Top-1 Accuracies: ['63.70%', '74.50%', '74.70%', '75.60%']
Epoch [9/25], phase: test, samples: 3000, Loss: 0.2920, Top-1 Accuracies: ['63.90%', '70.30%', '73.67%', '72.60%']
Epoch [10/25], phase: train, samples: 4000, Loss: 0.2894, Top-1 Accuracies: ['65.18%', '70.73%', '74.42%', '76.55%']
Epoch [10/25], phase: val, samples: 1000, Loss: 0.2954, Top-1 Accuracies: ['61.50%', '73.10%', '73.60%', '79.80%']
