[2024-04-18 11:28:59] test resnet18
model total parameters: 11,178,564
learning rate=0.005
Epoch [1/25], phase: train, samples: 992, Loss: 0.3806, Top-1 Accuracy: 36.19%, Top-3 Accuracy: 82.46%
Epoch [6/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [7/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [7/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [8/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [8/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [9/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [9/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [10/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [10/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [11/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [11/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [12/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [12/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [13/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [13/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [14/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [14/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [15/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [15/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [16/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [16/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [17/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [17/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [18/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [18/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [19/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [19/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [20/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [20/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [21/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [21/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [22/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [22/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [23/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [23/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [24/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [24/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Epoch [25/25], phase: train, samples: 992, Loss: 0.3344, Top-1 Accuracy: 34.78%, Top-3 Accuracy: 86.59%
Epoch [25/25], phase: val, samples: 248, Loss: 0.3431, Top-1 Accuracy: 36.69%, Top-3 Accuracy: 81.05%
Elapsed time: 1282.5345330238342 seconds
weight saved as: SimpleCNN_a.pt
[2024-04-18 14:02:11] test SimpleCNN_b
model total parameters: 5,699
learning rate=0.005
======================
--- Start Training ---
======================
[2024-04-18 14:18:13] test SimpleCNN_b
model total parameters: 5,699
learning rate=0.005
Epoch [1/25], phase: train, samples: 992, Loss: 0.3401, Top-1 Accuracy: 33.97%, Top-3 Accuracy: 84.38%
Epoch [1/25], phase: val, samples: 248, Loss: 0.3390, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [2/25], phase: train, samples: 992, Loss: 0.3355, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [2/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [3/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [3/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [4/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [4/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [5/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [5/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [6/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [6/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [7/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [7/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [8/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [8/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [9/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [9/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [10/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [10/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [11/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [11/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [12/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [12/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [13/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [13/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [14/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [14/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [15/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [15/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [16/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [16/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [17/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [17/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [18/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [18/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [19/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [19/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [20/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [20/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [21/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [21/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [22/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [22/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [23/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [23/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [24/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [24/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Epoch [25/25], phase: train, samples: 992, Loss: 0.3353, Top-1 Accuracy: 36.29%, Top-3 Accuracy: 85.18%
Epoch [25/25], phase: val, samples: 248, Loss: 0.3388, Top-1 Accuracy: 30.65%, Top-3 Accuracy: 86.69%
Elapsed time: 1355.5955679416656 seconds
weight saved as: SimpleCNN_b.pt
